Region,Country,Manager,Distributor,Distributor_Group,Product_Category,Month,Year,sell_in_value,sell_in_count,sell_out_value,sell_out_count,inventory_value,inventory_count
,Canada,David,Distributor C,Group 2,Category 2,2,2025,4195,230,1078,107,757,87
,Canada,David,Distributor C,Group 2,Category 2,3,2023,1254,496,1168,243,687,40
,Canada,David,Distributor C,Group 2,Category 2,3,2024,2407,256,2607,271,211,98
,Canada,David,Distributor C,Group 2,Category 2,3,2025,3648,422,2296,183,957,86
,Canada,David,Distributor C,Group 2,Category 2,4,2023,4441,376,2383,361,691,56
,Canada,David,Distributor C,Group 2,Category 2,4,2024,2982,210,1714,304,216,70
,Canada,David,Distributor C,Group 2,Category 2,4,2025,1312,292,1263,204,277,92
,Canada,David,Distributor C,Group 2,Category 2,5,2023,2439,229,853,391,913,37
,Canada,David,Distributor C,Group 2,Category 2,5,2024,4766,413,1372,302,211,55
,Canada,David,Distributor C,Group 2,Category 2,5,2025,3615,104,2806,249,856,90
,Canada,David,Distributor C,Group 2,Category 2,6,2023,3696,280,1131,386,315,97
,Canada,David,Distributor C,Group 2,Category 2,6,2024,1375,318,3700,264,904,36
,Canada,David,Distributor C,Group 2,Category 2,6,2025,2211,460,2344,273,504,37
,Canada,David,Distributor C,Group 2,Category 2,7,2023,2842,151,2316,194,814,48
,Canada,David,Distributor C,Group 2,Category 2,7,2024,2951,360,1291,101,852,62
,Canada,David,Distributor C,Group 2,Category 2,7,2025,4576,264,3817,284,570,80
,Canada,David,Distributor C,Group 2,Category 2,8,2023,3820,104,2097,398,499,25
,Canada,David,Distributor C,Group 2,Category 2,8,2024,2007,209,2317,322,631,64
,Canada,David,Distributor C,Group 2,Category 2,8,2025,3462,435,3961,380,358,88
,Canada,David,Distributor C,Group 2,Category 2,9,2023,4182,355,1369,179,654,96
,Canada,David,Distributor C,Group 2,Category 2,9,2024,3045,430,2519,202,885,94
,Canada,David,Distributor C,Group 2,Category 2,10,2023,1152,213,1025,246,379,64
,Canada,David,Distributor C,Group 2,Category 2,10,2024,1304,182,2873,157,520,74
,Canada,David,Distributor C,Group 2,Category 2,11,2023,3171,342,2141,172,985,30
,Canada,David,Distributor C,Group 2,Category 2,11,2024,1110,331,3675,327,354,87
,Canada,David,Distributor C,Group 2,Category 2,12,2023,4160,196,1731,134,699,43
,Canada,David,Distributor C,Group 2,Category 2,12,2024,3849,324,1364,80,412,39
,Canada,David,Distributor C,Group 2,Category 3,1,2023,2811,468,3234,312,739,44
,Canada,David,Distributor C,Group 2,Category 3,1,2024,4206,387,3480,392,658,73
,Canada,David,Distributor C,Group 2,Category 3,1,2025,4716,472,2675,101,210,67
,Canada,David,Distributor C,Group 2,Category 3,2,2023,1519,222,2988,132,628,23
,Canada,David,Distributor C,Group 2,Category 3,2,2024,1147,420,989,147,649,65
,Canada,David,Distributor C,Group 2,Category 3,2,2025,4384,172,1562,320,272,41
,Canada,David,Distributor C,Group 2,Category 3,3,2023,1798,293,3238,272,610,30
,Canada,David,Distributor C,Group 2,Category 3,3,2024,2570,113,2204,299,246,95
,Canada,David,Distributor C,Group 2,Category 3,3,2025,2863,221,3071,113,762,26
,Canada,David,Distributor C,Group 2,Category 3,4,2023,3412,496,2786,253,219,94
,Canada,David,Distributor C,Group 2,Category 3,4,2024,1362,378,3567,398,973,22
,Canada,David,Distributor C,Group 2,Category 3,4,2025,2962,178,2904,123,848,82
,Canada,David,Distributor C,Group 2,Category 3,5,2023,4384,354,983,204,361,84
,Canada,David,Distributor C,Group 2,Category 3,5,2024,4174,214,3232,327,529,97
,Canada,David,Distributor C,Group 2,Category 3,5,2025,4441,498,1199,319,304,99
,Canada,David,Distributor C,Group 2,Category 3,6,2023,2690,157,2056,158,472,55
,Canada,David,Distributor C,Group 2,Category 3,6,2024,1897,318,2294,161,440,95
,Canada,David,Distributor C,Group 2,Category 3,6,2025,1995,115,1423,364,814,84
,Canada,David,Distributor C,Group 2,Category 3,7,2023,2761,496,2847,242,930,23
,Canada,David,Distributor C,Group 2,Category 3,7,2024,2192,274,3578,126,983,71
,Canada,David,Distributor C,Group 2,Category 3,7,2025,4122,389,985,90,489,34
,Canada,David,Distributor C,Group 2,Category 3,8,2023,2441,364,3222,314,504,46
,Canada,David,Distributor C,Group 2,Category 3,8,2024,2744,265,3430,213,982,28
,Canada,David,Distributor C,Group 2,Category 3,8,2025,4196,334,2564,370,251,30
,Canada,David,Distributor C,Group 2,Category 3,9,2023,2164,325,2018,108,522,86
,Canada,David,Distributor C,Group 2,Category 3,9,2024,1765,249,3812,385,647,58
,Canada,David,Distributor C,Group 2,Category 3,10,2023,3390,252,2827,117,833,53
,Canada,David,Distributor C,Group 2,Category 3,10,2024,3996,144,2488,333,811,99
,Canada,David,Distributor C,Group 2,Category 3,11,2023,2954,205,2244,90,910,33
,Canada,David,Distributor C,Group 2,Category 3,11,2024,3404,326,3284,173,711,55
,Canada,David,Distributor C,Group 2,Category 3,12,2023,2366,152,2070,385,471,61
,Canada,David,Distributor C,Group 2,Category 3,12,2024,2257,470,1054,352,220,88
,Canada,David,Distributor D,Group 1,Category 1,1,2023,2429,461,3181,335,969,73
,Canada,David,Distributor D,Group 1,Category 1,1,2024,4264,100,3143,114,566,80
,Canada,David,Distributor D,Group 1,Category 1,1,2025,2570,198,2152,193,518,52
,Canada,David,Distributor D,Group 1,Category 1,2,2023,4832,482,1840,163,590,60
,Canada,David,Distributor D,Group 1,Category 1,2,2024,4872,481,3487,151,595,84
,Canada,David,Distributor D,Group 1,Category 1,2,2025,4895,126,3052,363,680,58
,Canada,David,Distributor D,Group 1,Category 1,3,2023,4981,146,1519,163,526,54
,Canada,David,Distributor D,Group 1,Category 1,3,2024,4293,139,1567,385,286,95
,Canada,David,Distributor D,Group 1,Category 1,3,2025,1136,226,1702,383,526,95
,Canada,David,Distributor D,Group 1,Category 1,4,2023,4991,360,1324,281,696,38
,Canada,David,Distributor D,Group 1,Category 1,4,2024,3886,352,2061,259,791,86
,Canada,David,Distributor D,Group 1,Category 1,4,2025,1459,248,914,233,203,50
,Canada,David,Distributor D,Group 1,Category 1,5,2023,1096,266,2266,180,358,93
,Canada,David,Distributor D,Group 1,Category 1,5,2024,2673,157,3649,385,482,54
,Canada,David,Distributor D,Group 1,Category 1,5,2025,3494,129,1056,248,691,28
,Canada,David,Distributor D,Group 1,Category 1,6,2023,1833,217,2782,346,509,32
,Canada,David,Distributor D,Group 1,Category 1,6,2024,3376,236,1300,290,490,69
,Canada,David,Distributor D,Group 1,Category 1,6,2025,4135,147,3671,101,308,74
,Canada,David,Distributor D,Group 1,Category 1,7,2023,4210,311,2200,314,348,92
,Canada,David,Distributor D,Group 1,Category 1,7,2024,3822,392,2022,166,958,47
,Canada,David,Distributor D,Group 1,Category 1,7,2025,3272,472,3495,118,276,46
,Canada,David,Distributor D,Group 1,Category 1,8,2023,2266,239,3517,286,435,92
,Canada,David,Distributor D,Group 1,Category 1,8,2024,3807,309,1361,297,641,63
,Canada,David,Distributor D,Group 1,Category 1,8,2025,3702,279,1972,184,729,22
,Canada,David,Distributor D,Group 1,Category 1,9,2023,2051,153,1292,320,839,86
,Canada,David,Distributor D,Group 1,Category 1,9,2024,1896,376,3118,353,546,22
,Canada,David,Distributor D,Group 1,Category 1,10,2023,2138,186,2768,358,767,65
,Canada,David,Distributor D,Group 1,Category 1,10,2024,4835,124,2566,271,932,36
,Canada,David,Distributor D,Group 1,Category 1,11,2023,1969,333,2380,254,926,98
,Canada,David,Distributor D,Group 1,Category 1,11,2024,1838,410,1036,205,640,88
,Canada,David,Distributor D,Group 1,Category 1,12,2023,4347,247,1005,394,674,38
,Canada,David,Distributor D,Group 1,Category 1,12,2024,2713,361,3226,356,359,28
,Canada,David,Distributor D,Group 1,Category 2,1,2023,3018,356,2928,156,440,97
,Canada,David,Distributor D,Group 1,Category 2,1,2024,4581,142,3791,238,681,47
,Canada,David,Distributor D,Group 1,Category 2,1,2025,1345,376,2958,333,706,28
,Canada,David,Distributor D,Group 1,Category 2,2,2023,4943,433,2379,383,957,39
,Canada,David,Distributor D,Group 1,Category 2,2,2024,4145,298,2151,272,824,37
,Canada,David,Distributor D,Group 1,Category 2,2,2025,1588,161,3803,373,484,37
,Canada,David,Distributor D,Group 1,Category 2,3,2023,4032,123,2543,202,302,23
,Canada,David,Distributor D,Group 1,Category 2,3,2024,3353,442,1083,195,701,95
,Canada,David,Distributor D,Group 1,Category 2,3,2025,2026,260,3818,366,207,40
,Canada,David,Distributor D,Group 1,Category 2,4,2023,4866,297,1869,142,361,87
,Canada,David,Distributor D,Group 1,Category 2,4,2024,4490,100,3173,282,246,99
,Canada,David,Distributor D,Group 1,Category 2,4,2025,2990,224,1426,202,616,93
,Canada,David,Distributor D,Group 1,Category 2,5,2023,3549,407,3520,373,567,52
,Canada,David,Distributor D,Group 1,Category 2,5,2024,1629,351,3194,126,585,93
,Canada,David,Distributor D,Group 1,Category 2,5,2025,2972,136,3309,323,926,99
,Canada,David,Distributor D,Group 1,Category 2,6,2023,4721,195,3233,384,425,91
,Canada,David,Distributor D,Group 1,Category 2,6,2024,2393,346,3040,231,514,65
,Canada,David,Distributor D,Group 1,Category 2,6,2025,4738,190,2724,225,363,58
,Canada,David,Distributor D,Group 1,Category 2,7,2023,3903,198,1590,267,841,82
,Canada,David,Distributor D,Group 1,Category 2,7,2024,2936,375,1568,94,525,23
,Canada,David,Distributor D,Group 1,Category 2,7,2025,3752,130,3693,323,298,53
,Canada,David,Distributor D,Group 1,Category 2,8,2023,4267,221,2045,360,880,98
,Canada,David,Distributor D,Group 1,Category 2,8,2024,1181,184,1281,192,263,72
,Canada,David,Distributor D,Group 1,Category 2,8,2025,1095,121,3690,383,683,76
,Canada,David,Distributor D,Group 1,Category 2,9,2023,3488,353,1602,144,845,72
,Canada,David,Distributor D,Group 1,Category 2,9,2024,2238,236,2928,291,454,24
,Canada,David,Distributor D,Group 1,Category 2,10,2023,1246,346,3546,96,419,34
,Canada,David,Distributor D,Group 1,Category 2,10,2024,3411,402,2099,216,507,27
,Canada,David,Distributor D,Group 1,Category 2,11,2023,1949,458,3828,248,360,92
,Canada,David,Distributor D,Group 1,Category 2,11,2024,1450,149,1537,321,584,44
,Canada,David,Distributor D,Group 1,Category 2,12,2023,2418,191,3887,184,913,56
,Canada,David,Distributor D,Group 1,Category 2,12,2024,3271,392,1019,375,305,34
,Canada,David,Distributor D,Group 1,Category 3,1,2023,4689,438,3430,307,809,55
,Canada,David,Distributor D,Group 1,Category 3,1,2024,4465,250,1526,243,376,34
,Canada,David,Distributor D,Group 1,Category 3,1,2025,2277,235,877,319,783,77
,Canada,David,Distributor D,Group 1,Category 3,2,2023,3931,473,2533,299,642,75
,Canada,David,Distributor D,Group 1,Category 3,2,2024,4220,449,3987,377,843,73
,Canada,David,Distributor D,Group 1,Category 3,2,2025,4470,438,3498,161,645,41
,Canada,David,Distributor D,Group 1,Category 3,3,2023,1095,467,3695,172,931,28
,Canada,David,Distributor D,Group 1,Category 3,3,2024,2249,231,3541,255,309,93
,Canada,David,Distributor D,Group 1,Category 3,3,2025,3872,462,1913,355,967,75
,Canada,David,Distributor D,Group 1,Category 3,4,2023,3073,381,3699,117,998,24
,Canada,David,Distributor D,Group 1,Category 3,4,2024,2061,358,2964,275,373,32
,Canada,David,Distributor D,Group 1,Category 3,4,2025,4719,131,3657,377,672,68
,Canada,David,Distributor D,Group 1,Category 3,5,2023,3792,238,1345,319,450,56
,Canada,David,Distributor D,Group 1,Category 3,5,2024,3622,441,1752,115,883,27
,Canada,David,Distributor D,Group 1,Category 3,5,2025,1061,353,2111,204,870,91
,Canada,David,Distributor D,Group 1,Category 3,6,2023,2763,150,1736,377,524,84
,Canada,David,Distributor D,Group 1,Category 3,6,2024,1513,340,1121,88,844,93
,Canada,David,Distributor D,Group 1,Category 3,6,2025,4861,354,2315,268,559,92
,Canada,David,Distributor D,Group 1,Category 3,7,2023,3584,254,2428,347,332,76
,Canada,David,Distributor D,Group 1,Category 3,7,2024,3635,453,2188,209,286,34
,Canada,David,Distributor D,Group 1,Category 3,7,2025,1631,338,3637,129,341,86
,Canada,David,Distributor D,Group 1,Category 3,8,2023,3180,102,3363,348,361,34
,Canada,David,Distributor D,Group 1,Category 3,8,2024,1863,302,1188,269,323,63
,Canada,David,Distributor D,Group 1,Category 3,8,2025,2783,242,2335,215,922,27
,Canada,David,Distributor D,Group 1,Category 3,9,2023,4585,428,1106,199,228,93
,Canada,David,Distributor D,Group 1,Category 3,9,2024,4796,450,1420,259,295,76
,Canada,David,Distributor D,Group 1,Category 3,10,2023,4946,212,3762,259,681,55
,Canada,David,Distributor D,Group 1,Category 3,10,2024,3821,295,1691,338,278,81
,Canada,David,Distributor D,Group 1,Category 3,11,2023,4582,297,2673,214,923,24
,Canada,David,Distributor D,Group 1,Category 3,11,2024,2266,298,3085,291,800,34
,Canada,David,Distributor D,Group 1,Category 3,12,2023,2486,408,3714,94,218,27
,Canada,David,Distributor D,Group 1,Category 3,12,2024,4750,354,1739,241,989,62
,Canada,David,Distributor D,Group 2,Category 1,1,2023,2207,175,2036,277,621,31
,Canada,David,Distributor D,Group 2,Category 1,1,2024,1188,229,2675,115,788,91
,Canada,David,Distributor D,Group 2,Category 1,1,2025,3365,175,1201,215,219,44
,Canada,David,Distributor D,Group 2,Category 1,2,2023,3880,138,1930,369,677,33
,Canada,David,Distributor D,Group 2,Category 1,2,2024,1586,264,2978,149,559,54
,Canada,David,Distributor D,Group 2,Category 1,2,2025,2574,129,873,148,907,71
,Canada,David,Distributor D,Group 2,Category 1,3,2023,1643,213,2679,366,259,30
,Canada,David,Distributor D,Group 2,Category 1,3,2024,4898,159,1406,343,669,20
,Canada,David,Distributor D,Group 2,Category 1,3,2025,4235,210,1970,306,812,96
,Canada,David,Distributor D,Group 2,Category 1,4,2023,4789,208,2491,302,255,30
,Canada,David,Distributor D,Group 2,Category 1,4,2024,1421,453,1177,334,353,27
,Canada,David,Distributor D,Group 2,Category 1,4,2025,3758,141,3884,294,441,99
,Canada,David,Distributor D,Group 2,Category 1,5,2023,3672,284,1823,116,767,35
,Canada,David,Distributor D,Group 2,Category 1,5,2024,2240,395,3883,358,836,81
,Canada,David,Distributor D,Group 2,Category 1,5,2025,4452,166,1343,139,431,31
,Canada,David,Distributor D,Group 2,Category 1,6,2023,3518,151,3425,333,826,25
,Canada,David,Distributor D,Group 2,Category 1,6,2024,4003,459,2859,244,335,24
,Canada,David,Distributor D,Group 2,Category 1,6,2025,3051,122,1627,123,825,53
,Canada,David,Distributor D,Group 2,Category 1,7,2023,1716,253,2329,384,695,72
,Canada,David,Distributor D,Group 2,Category 1,7,2024,3877,392,1844,171,286,39
,Canada,David,Distributor D,Group 2,Category 1,7,2025,1625,399,1741,299,570,37
,Canada,David,Distributor D,Group 2,Category 1,8,2023,1655,198,2554,398,675,59
,Canada,David,Distributor D,Group 2,Category 1,8,2024,3380,294,1379,281,550,75
,Canada,David,Distributor D,Group 2,Category 1,8,2025,4673,373,2664,265,403,58
,Canada,David,Distributor D,Group 2,Category 1,9,2023,1383,177,1497,201,960,94
,Canada,David,Distributor D,Group 2,Category 1,9,2024,1801,385,1620,107,278,69
,Canada,David,Distributor D,Group 2,Category 1,10,2023,3589,492,2404,214,647,64
,Canada,David,Distributor D,Group 2,Category 1,10,2024,1569,158,2846,81,536,52
,Canada,David,Distributor D,Group 2,Category 1,11,2023,2564,243,1564,285,309,40
,Canada,David,Distributor D,Group 2,Category 1,11,2024,3620,158,3169,342,381,44
,Canada,David,Distributor D,Group 2,Category 1,12,2023,4018,359,1577,121,909,92
,Canada,David,Distributor D,Group 2,Category 1,12,2024,1591,172,3413,194,519,20
,Canada,David,Distributor D,Group 2,Category 2,1,2023,1135,387,3716,251,728,91
,Canada,David,Distributor D,Group 2,Category 2,1,2024,1085,196,3979,198,593,29
,Canada,David,Distributor D,Group 2,Category 2,1,2025,3322,415,2448,243,991,76
,Canada,David,Distributor D,Group 2,Category 2,2,2023,3003,299,2159,88,430,47
,Canada,David,Distributor D,Group 2,Category 2,2,2024,1556,275,3204,311,491,49
,Canada,David,Distributor D,Group 2,Category 2,2,2025,4559,438,3450,252,648,37
,Canada,David,Distributor D,Group 2,Category 2,3,2023,2153,262,3360,329,813,93
,Canada,David,Distributor D,Group 2,Category 2,3,2024,4634,377,3095,197,580,66
,Canada,David,Distributor D,Group 2,Category 2,3,2025,1622,339,2699,185,719,48
,Canada,David,Distributor D,Group 2,Category 2,4,2023,1702,493,3434,263,654,62
,Canada,David,Distributor D,Group 2,Category 2,4,2024,3823,241,1901,349,750,39
,Canada,David,Distributor D,Group 2,Category 2,4,2025,3053,496,2779,123,960,66
,Canada,David,Distributor D,Group 2,Category 2,5,2023,1044,245,3869,94,613,81
,Canada,David,Distributor D,Group 2,Category 2,5,2024,3411,419,1243,220,674,75
,Canada,David,Distributor D,Group 2,Category 2,5,2025,3886,249,1498,358,852,98
,Canada,David,Distributor D,Group 2,Category 2,6,2023,1162,340,2561,184,771,38
,Canada,David,Distributor D,Group 2,Category 2,6,2024,3524,437,1100,276,792,62
,Canada,David,Distributor D,Group 2,Category 2,6,2025,4986,220,3895,170,757,98
,Canada,David,Distributor D,Group 2,Category 2,7,2023,1412,344,2486,109,485,45
,Canada,David,Distributor D,Group 2,Category 2,7,2024,3637,128,3093,91,461,54
,Canada,David,Distributor D,Group 2,Category 2,7,2025,3975,427,1372,135,245,80
,Canada,David,Distributor D,Group 2,Category 2,8,2023,2326,246,2376,199,910,88
,Canada,David,Distributor D,Group 2,Category 2,8,2024,2046,222,1504,115,469,33
,Canada,David,Distributor D,Group 2,Category 2,8,2025,4574,307,854,366,898,97
,Canada,David,Distributor D,Group 2,Category 2,9,2023,3331,336,3004,348,731,48
,Canada,David,Distributor D,Group 2,Category 2,9,2024,2794,197,2460,173,225,45
,Canada,David,Distributor D,Group 2,Category 2,10,2023,1699,232,1922,107,529,24
,Canada,David,Distributor D,Group 2,Category 2,10,2024,3079,261,3338,136,938,54
,Canada,David,Distributor D,Group 2,Category 2,11,2023,4280,319,3219,124,648,71
,Canada,David,Distributor D,Group 2,Category 2,11,2024,2607,113,3653,143,746,33
,Canada,David,Distributor D,Group 2,Category 2,12,2023,2156,100,2419,173,663,60
,Canada,David,Distributor D,Group 2,Category 2,12,2024,3443,159,2747,292,935,38
,Canada,David,Distributor D,Group 2,Category 3,1,2023,3579,346,1189,344,631,37
,Canada,David,Distributor D,Group 2,Category 3,1,2024,3582,192,3265,372,582,62
,Canada,David,Distributor D,Group 2,Category 3,1,2025,2125,181,919,300,540,47
,Canada,David,Distributor D,Group 2,Category 3,2,2023,3340,242,3420,172,214,89
,Canada,David,Distributor D,Group 2,Category 3,2,2024,3481,242,3763,126,781,41
,Canada,David,Distributor D,Group 2,Category 3,2,2025,3481,436,1370,280,949,82
,Canada,David,Distributor D,Group 2,Category 3,3,2023,3037,116,1434,344,319,32
,Canada,David,Distributor D,Group 2,Category 3,3,2024,3454,231,2190,340,520,44
,Canada,David,Distributor D,Group 2,Category 3,3,2025,2365,314,3697,316,236,71
,Canada,David,Distributor D,Group 2,Category 3,4,2023,1969,320,2450,354,336,42
,Canada,David,Distributor D,Group 2,Category 3,4,2024,4469,194,3954,151,796,41
,Canada,David,Distributor D,Group 2,Category 3,4,2025,2571,342,3431,264,223,84
,Canada,David,Distributor D,Group 2,Category 3,5,2023,1005,413,1951,115,683,93
,Canada,David,Distributor D,Group 2,Category 3,5,2024,2272,367,3928,372,412,56
,Canada,David,Distributor D,Group 2,Category 3,5,2025,2230,305,2379,95,440,67
,Canada,David,Distributor D,Group 2,Category 3,6,2023,4214,101,809,313,291,68
,Canada,David,Distributor D,Group 2,Category 3,6,2024,3911,316,2173,86,351,31
,Canada,David,Distributor D,Group 2,Category 3,6,2025,4624,485,2343,297,592,71
,Canada,David,Distributor D,Group 2,Category 3,7,2023,4276,164,1059,381,841,41
,Canada,David,Distributor D,Group 2,Category 3,7,2024,1770,422,3243,343,436,67
,Canada,David,Distributor D,Group 2,Category 3,7,2025,4998,459,2420,252,463,45
,Canada,David,Distributor D,Group 2,Category 3,8,2023,3084,279,3350,289,706,58
,Canada,David,Distributor D,Group 2,Category 3,8,2024,1711,434,1220,233,570,69
,Canada,David,Distributor D,Group 2,Category 3,8,2025,2613,346,1324,343,901,32
,Canada,David,Distributor D,Group 2,Category 3,9,2023,2506,485,3388,249,351,59
,Canada,David,Distributor D,Group 2,Category 3,9,2024,2755,307,2248,301,731,83
,Canada,David,Distributor D,Group 2,Category 3,10,2023,1995,330,2552,311,332,84
,Canada,David,Distributor D,Group 2,Category 3,10,2024,4767,170,2010,199,432,84
,Canada,David,Distributor D,Group 2,Category 3,11,2023,1730,371,3549,264,865,64
,Canada,David,Distributor D,Group 2,Category 3,11,2024,4079,375,3406,306,637,40
,Canada,David,Distributor D,Group 2,Category 3,12,2023,2219,370,3819,199,572,83
,Canada,David,Distributor D,Group 2,Category 3,12,2024,2408,249,3602,93,958,66
,Mexico,Alice,Distributor A,Group 1,Category 1,1,2023,2317,124,3669,139,673,21
,Mexico,Alice,Distributor A,Group 1,Category 1,1,2024,2640,367,1769,286,246,32
,Mexico,Alice,Distributor A,Group 1,Category 1,1,2025,2574,488,1133,246,430,46
,Mexico,Alice,Distributor A,Group 1,Category 1,2,2023,1082,408,1770,353,461,79
,Mexico,Alice,Distributor A,Group 1,Category 1,2,2024,3302,279,2239,90,397,46
,Mexico,Alice,Distributor A,Group 1,Category 1,2,2025,2206,362,1299,390,473,90
,Mexico,Alice,Distributor A,Group 1,Category 1,3,2023,2396,107,1024,393,515,65
,Mexico,Alice,Distributor A,Group 1,Category 1,3,2024,3215,105,2244,204,290,64
,Mexico,Alice,Distributor A,Group 1,Category 1,3,2025,2360,445,2643,183,467,37
,Mexico,Alice,Distributor A,Group 1,Category 1,4,2023,3921,177,3507,85,830,41
,Mexico,Alice,Distributor A,Group 1,Category 1,4,2024,1270,165,1676,341,722,38
,Mexico,Alice,Distributor A,Group 1,Category 1,4,2025,4013,207,1665,282,787,96
,Mexico,Alice,Distributor A,Group 1,Category 1,5,2023,1020,155,2174,190,917,68
,Mexico,Alice,Distributor A,Group 1,Category 1,5,2024,3211,423,2877,116,211,59
,Mexico,Alice,Distributor A,Group 1,Category 1,5,2025,2620,103,1922,339,514,90
,Mexico,Alice,Distributor A,Group 1,Category 1,6,2023,2348,237,2932,241,269,48
,Mexico,Alice,Distributor A,Group 1,Category 1,6,2024,3712,153,2798,251,450,79
,Mexico,Alice,Distributor A,Group 1,Category 1,6,2025,2502,217,1243,282,665,65
,Mexico,Alice,Distributor A,Group 1,Category 1,7,2023,1184,165,2543,353,577,51
,Mexico,Alice,Distributor A,Group 1,Category 1,7,2024,2697,451,1648,308,904,68
,Mexico,Alice,Distributor A,Group 1,Category 1,7,2025,3344,464,2533,124,679,69
,Mexico,Alice,Distributor A,Group 1,Category 1,8,2023,3679,467,3522,92,990,93
,Mexico,Alice,Distributor A,Group 1,Category 1,8,2024,2400,400,3004,287,348,99
,Mexico,Alice,Distributor A,Group 1,Category 1,8,2025,2159,177,3977,338,453,33
,Mexico,Alice,Distributor A,Group 1,Category 1,9,2023,2976,280,2915,336,916,45
,Mexico,Alice,Distributor A,Group 1,Category 1,9,2024,4738,396,2566,355,277,64
,Mexico,Alice,Distributor A,Group 1,Category 1,10,2023,2120,384,3608,178,275,26
,Mexico,Alice,Distributor A,Group 1,Category 1,10,2024,3267,490,1174,331,767,70
,Mexico,Alice,Distributor A,Group 1,Category 1,11,2023,4852,395,2535,195,885,92
,Mexico,Alice,Distributor A,Group 1,Category 1,11,2024,4722,490,2629,220,873,98
,Mexico,Alice,Distributor A,Group 1,Category 1,12,2023,3768,431,1733,321,517,21
,Mexico,Alice,Distributor A,Group 1,Category 1,12,2024,4774,276,1887,391,717,47
,Mexico,Alice,Distributor A,Group 1,Category 2,1,2023,2626,454,2346,196,712,56
,Mexico,Alice,Distributor A,Group 1,Category 2,1,2024,4516,136,2795,274,773,30
,Mexico,Alice,Distributor A,Group 1,Category 2,1,2025,4383,112,1894,205,360,53
,Mexico,Alice,Distributor A,Group 1,Category 2,2,2023,1773,404,3721,391,984,56
,Mexico,Alice,Distributor A,Group 1,Category 2,2,2024,4098,309,1150,91,578,94
,Mexico,Alice,Distributor A,Group 1,Category 2,2,2025,2096,378,3726,163,289,73
,Mexico,Alice,Distributor A,Group 1,Category 2,3,2023,4304,281,3156,342,396,41
,Mexico,Alice,Distributor A,Group 1,Category 2,3,2024,1172,469,1624,180,411,95
,Mexico,Alice,Distributor A,Group 1,Category 2,3,2025,3598,129,3614,169,941,38
,Mexico,Alice,Distributor A,Group 1,Category 2,4,2023,1634,447,2045,326,716,55
,Mexico,Alice,Distributor A,Group 1,Category 2,4,2024,3748,266,3019,386,794,61
,Mexico,Alice,Distributor A,Group 1,Category 2,4,2025,2992,354,1653,241,451,38
,Mexico,Alice,Distributor A,Group 1,Category 2,5,2023,4584,330,3764,348,412,70
,Mexico,Alice,Distributor A,Group 1,Category 2,5,2024,1630,147,1670,140,594,84
,Mexico,Alice,Distributor A,Group 1,Category 2,5,2025,1960,426,3363,395,699,95
,Mexico,Alice,Distributor A,Group 1,Category 2,6,2023,2256,187,2277,254,865,74
,Mexico,Alice,Distributor A,Group 1,Category 2,6,2024,1540,305,2729,93,472,42
,Mexico,Alice,Distributor A,Group 1,Category 2,6,2025,1461,398,3715,387,768,24
,Mexico,Alice,Distributor A,Group 1,Category 2,7,2023,1617,380,3533,113,867,57
,Mexico,Alice,Distributor A,Group 1,Category 2,7,2024,1406,482,1230,121,561,61
,Mexico,Alice,Distributor A,Group 1,Category 2,7,2025,4868,241,2714,118,721,97
,Mexico,Alice,Distributor A,Group 1,Category 2,8,2023,1135,355,2043,343,781,28
,Mexico,Alice,Distributor A,Group 1,Category 2,8,2024,1342,195,3010,313,775,27
,Mexico,Alice,Distributor A,Group 1,Category 2,8,2025,3046,389,3125,368,543,42
,Mexico,Alice,Distributor A,Group 1,Category 2,9,2023,2900,450,2628,96,209,66
,Mexico,Alice,Distributor A,Group 1,Category 2,9,2024,4544,456,1292,308,582,21
,Mexico,Alice,Distributor A,Group 1,Category 2,10,2023,3235,374,3225,84,341,32
,Mexico,Alice,Distributor A,Group 1,Category 2,10,2024,4568,222,1666,188,658,91
,Mexico,Alice,Distributor A,Group 1,Category 2,11,2023,2362,355,964,219,444,67
,Mexico,Alice,Distributor A,Group 1,Category 2,11,2024,4147,383,1412,251,442,74
,Mexico,Alice,Distributor A,Group 1,Category 2,12,2023,2300,139,2809,367,617,85
,Mexico,Alice,Distributor A,Group 1,Category 2,12,2024,4393,365,1451,333,728,86
,Mexico,Alice,Distributor A,Group 1,Category 3,1,2023,2073,332,2115,279,946,51
,Mexico,Alice,Distributor A,Group 1,Category 3,1,2024,2414,186,3456,365,383,53
,Mexico,Alice,Distributor A,Group 1,Category 3,1,2025,3440,334,3615,184,599,30
,Mexico,Alice,Distributor A,Group 1,Category 3,2,2023,3593,421,3988,218,932,43
,Mexico,Alice,Distributor A,Group 1,Category 3,2,2024,1294,358,3876,145,577,50
,Mexico,Alice,Distributor A,Group 1,Category 3,2,2025,4966,203,3102,134,287,62
,Mexico,Alice,Distributor A,Group 1,Category 3,3,2023,3585,167,1006,225,766,28
,Mexico,Alice,Distributor A,Group 1,Category 3,3,2024,2465,239,1433,334,653,50
,Mexico,Alice,Distributor A,Group 1,Category 3,3,2025,1768,220,3560,274,912,74
,Mexico,Alice,Distributor A,Group 1,Category 3,4,2023,4561,269,1278,188,692,21
,Mexico,Alice,Distributor A,Group 1,Category 3,4,2024,2098,350,3189,295,440,84
